geno	ID	STC_19	DTP_19	EH_19	PH_19	FLH_19	TE_19	TIL_19	LA_19	EL_19	EW_19	KRN_19	GER_19	NEL_19	SL_19	GER_21	LA_21	EH_21	FLH_21	PH_21	TIL_21	TBN_21	DTP_21	AC_21	DTS_21	SC_21	ASI_21	TE_21	TPF_21	SL_21	EL_21	EW_21	COV_21	SOL_21	TP_21	CUR_21	PH_22	FLH_22	EH_22	LA_22	NES_22	TIL_22	TBN_22	EL_22	SL_22	EW_22	COV_22	SOL_22	TP_22	CUR_22	TPF_22	STC_22	DTP_22	AC_22	DTS_22	SC_22	HP_22	TE_22	Carb_Starch.BLUP	Carb_Total.Polysaccharides.BLUP	Carb_WSP.BLUP	Carb_Glucose.BLUP	Carb_Fructose.BLUP	Carb_Sucrose.BLUP	Carb_Total.Sugar.BLUP	Vol_beta_pinene	Vol_β_Myrcene	Vol_beta_ocimene	Vol_linalool	Vol_DMNT	Vol_benzyl_acetate	Vol_methyl_salicylate	Vol_Phenethyl_acetate	Vol_Indole	Vol_methyl_antranilate	Vol_cyclosativene	Vol_epi_sesquithujene	Vol_β_trans_Caryophyllene	Vol_trans_α_Bergamotene	Vol_β_Farnesene	Vol_Humulene	Vol_Germacrene_D	Vol_β_Bisabolene	Vol_β_Cadinene	Vol_γ_Cadinene	Vol_Cadina_diene	Vol_trans_Nerolidol	Vol_TMTT	Vol_Caryophyllene_epoxide	pg21_BLUE	pg28_BLUE	ww21_BLUE	ww28_BLUE	adjpg21_BLUE	adjpg28_BLUE	spg21_BLUE	spg28_BLUE	sww21_BLUE	sww28_BLUE	sadjpg21_BLUE	sadjpg28_BLUE
A15	A15	11.33789576	55.57890387	45.39635606	162.6228845	130.7840474	30.9219893	0.077482578	40.62830549	102.8783559	32.80505101	15.58019443	88.03569105	0.160579697	132.110795	83.47989695	43.04979221	34.8293149	101.7034588	129.8277053	-0.002810186	4.409748616	56.92902756	1.316414809	57.09798217	1.979061426	-0.145083856	28.10162446	0.933691189	7.392816292	13.3650314	3.844426046	0.832263583	0.942842894	114.5095639	16.92500969	127.0044619	97.11094865	37.52740917	49.68948915	1.342761375	-0.195150694	1.419004013	12.57994417	10.26954766	3.526685965	0.816535558	0.928927045	107.0603424	17.11750545	0.940508959	80.27040708	53.97233672	0.322114724	53.71115653	0.331931636	-0.008717106	29.96387971	30.77798576	38.87247125	5.182332562	4.63596021	4.872132265	2.595072194	13.12359171	144279.6667	24498	126797.6667	51254.66667	599121.6667	3520.666667	30833.66667	867	260302.6667	40634.33333	38953	65326	121748.3333	1279850	806078.6667	86209.66667	15632.66667	72365.33333	31598.33333	53017	121843.6667	2719.333333	14166.33333	1876.666667	22.83200355	37.03000109	62.28486729	38.20002407	60.94163631	59.91910557	NA	NA	NA	NA	NA	NA
A632_sh2sh2	A632_sh2sh2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.22880612	43.05100334	27.57734556	85.05005452	112.6448008	0.817847716	6.592064162	67.59371383	-0.016918211	68.11232212	-0.018054662	-0.485367245	27.72053784	0.900120874	11.31158283	14.60592853	3.277678238	0.77223783	0.917208903	76.38620994	15.25419478	110.6454844	82.83274143	29.4523453	38.75716895	1.759431603	0.007791242	5.668669398	15.85543496	10.86991135	2.987856935	0.769381725	0.889716183	74.6907464	13.76959595	0.934525004	34.4796954	62.67865311	-0.011218534	64.12439403	-0.001405634	3.255871821	27.17559176	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A632_susu	A632_susu	NA	63.07489567	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.326250909	NA	NA	62.31576707	49.63395368	47.97302928	113.162145	138.6564241	-0.037649236	6.525562939	65.88358137	1.983081664	66.37948997	-0.020003166	-0.483762036	25.77148383	0.919093862	7.399799747	13.42762635	3.135197874	0.651848212	0.897234264	72.4046086	16.52191328	111.3626324	85.02415009	30.37991984	57.43201788	1.842760958	-0.070330477	6.867530917	11.49665415	7.017582466	2.642072807	0.76703727	0.917495453	47.49814441	9.828877101	0.910099264	36.14359539	67.29964492	0.988781388	67.08028639	-0.001406068	0.886770948	26.26353694	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A648	A648	7.406475695	67.64836439	37.59507993	143.4038805	114.0070372	29.45592234	0.111606205	33.99346972	169.7459424	32.47331534	13.91952026	57.42123249	0.897592434	99.9857741	60.25695276	40.30025597	27.70519307	106.5026909	141.6020349	0.02872117	5.062740608	68.2609281	0.649748284	67.58904752	-0.022961068	0.531284744	34.66621224	0.88494844	7.573713703	16.72732076	2.821373593	0.791061229	0.922511821	71.68396099	17.11649889	151.2002013	117.002695	27.46318426	42.24449339	1.342762127	0.119466767	7.326239752	16.62316285	7.759567907	2.799953317	0.751152002	0.907806965	61.34487476	14.11968517	0.965574406	75.76249193	61.25967875	-0.011218654	63.30525781	-0.001408767	0.131031939	34.09215825	37.97694227	45.78647419	3.32795202	4.364753682	4.688101649	3.414789663	11.92448298	374208.3333	64830.33333	61677	209037.6667	190307	28121.66667	4826.666667	5848	301549.6667	45537	241997	24913.33333	182243.6667	930263.3333	609284.6667	87052.66667	140394	22201	357383.6667	99795.33333	160212.6667	8389	21407.33333	5680.333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A684su	A684su	11.48164473	60.00792941	20.8676913	118.3371334	89.14954227	29.49556458	0.947682968	46.53685761	97.22279089	39.09777683	17.05553663	88.34682989	9.170857555	79.61077699	63.2823114	55.13286467	28.97140252	85.92270337	111.7782637	0.826926967	11.64140026	62.05017546	-0.016918289	58.46840835	-0.016930155	3.537130162	25.91885695	0.94009565	7.795331044	10.53306444	3.509053353	0.872386258	0.956742065	90.26773757	16.94215306	114.2997253	82.68482146	18.36629648	54.49571345	1.759425308	0.020623707	9.870763326	10.42573392	8.798327794	3.688545564	0.854680627	0.968034556	84.69093037	9.894890293	0.968711964	90.99110923	62.33735822	-0.011218214	63.2847331	-0.001403855	3.377766085	31.10020782	17.70992763	29.76685779	10.30016511	5.092470906	4.755385438	3.575521524	14.65423863	49770.5	16510	71928.5	186228.5	1013310	7035	8228	1853	397537.5	6510	163778.5	5980.5	29472.5	142855.5	321741	12490	27426	6394	25539	12383.5	63682	15620	91187.5	957	78.87459823	130.6966949	69.98686604	47.70253641	262.1283225	250.8670227	78.8979333	129.9208909	70.07372649	47.86898985	260.2675426	248.3421284
A685su	A685su	7.481644733	60.00792941	20.3676913	129.8371334	101.1495423	28.99556458	0.947682968	48.53685761	104.7227909	33.09777683	12.55553663	57.59682989	NA	NA	31.83665848	46.38397229	14.28173158	91.58504481	119.1737449	0.356440344	5.51813072	66.30439389	-0.016918257	66.32187967	0.645654102	-0.136987133	27.00415514	0.886078243	11.3682689	11.4801949	3.386782549	0.820422812	0.927245174	90.14351638	11.5897378	119.9842339	84.87693215	13.13612003	51.5448159	1.703870913	-0.024529312	4.831708042	10.41776247	9.250977306	3.163236176	0.79805011	0.937272083	66.72612097	10.48542968	0.937908791	67.84340174	61.11201466	-0.011218511	68.48121892	0.665260418	3.043917702	35.03129735	19.19865014	33.07387976	12.02046579	4.392897379	4.410252359	4.765909402	14.14865352	139392.3333	55542.66667	115433.3333	359045.6667	708482.6667	59852.66667	21897.66667	11798.66667	292919	10666.66667	389324.6667	7965.333333	123559.6667	404524	310365	25537.66667	46999.33333	30303.33333	79688.33333	53350.33333	128324.3333	7573.666667	153098.6667	4088.333333	95.41386063	115.9133961	67.47277471	52.40506903	291.4649172	246.0973135	96.12838293	114.3619868	67.47031991	52.73794916	294.1518585	241.0479743
A686su	A686su	6.145491806	60.19168358	26.64050364	133.9887154	102.4935944	30.99633621	0.707755852	54.12319098	107.6987946	33.77754641	14.4676838	46.78783306	6.820018847	94.98577926	10.01286507	53.03391737	8.537845061	72.72841286	102.5059751	0.067066891	4.622455159	72.99294455	1.974622666	72.73399299	1.968401358	0.272309208	29.50292507	0.890205044	9.204367755	9.536763669	2.904925812	0.840346843	0.909785573	80.15091339	17.20177302	105.192582	79.02741598	13.41691981	60.56761002	1.25942833	0.015493348	5.645812732	9.673814103	8.800663682	3.092450819	0.85242211	0.943685873	90.16740421	12.95512516	0.935685969	71.13578342	61.50693506	0.32211463	61.78729738	0.331927004	3.050850963	26.04489767	19.09124899	33.16444909	13.12056799	4.161594268	4.406590156	4.195695619	13.77366069	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	94.24927031	137.9516953	68.94920293	47.55254109	292.4179211	266.4817895	94.29471749	137.1759652	69.04902382	47.71898418	293.7379132	263.9571336
A7	A7	10.04225403	62.27407967	59.45835887	168.8496106	134.0020069	34.35596009	0.029409714	52.05810492	110.3659404	35.34645175	15.06534619	77.22625091	0.288153367	66.23578157	60.67780601	56.21668527	50.30762354	110.6383304	145.8544934	0.058164821	12.08360227	62.95428904	1.983081571	63.41386324	-0.024772725	-0.480337612	34.88827258	0.914653657	6.272071715	13.51131816	4.035527693	0.844525591	0.952934615	115.4193339	18.9733378	138.1281115	101.2792509	40.65989073	55.58244945	1.342762042	-0.121991367	7.012083185	11.44533978	6.007722928	3.276890537	0.788023905	0.915925975	85.00964876	23.42171308	0.914626391	67.98780751	65.18199902	0.988781432	65.16554796	-0.00140519	0.873642299	37.01935919	38.0021502	38.24559631	2.853761237	4.565881876	5.386611178	0.570534991	9.034146141	283315.5	39426	17669	175531.5	1004368.5	59987	961	181733	1059022.5	1885.5	88487.5	12325	20162	367150.5	178212.5	17512.5	8564.5	13552	3775.5	44059.5	30511	3006.5	25356.5	1665	1.865578915	7.173384695	66.2676679	39.30506268	7.73251667	8.061730253	NA	NA	NA	NA	NA	NA
ARZM_16_011	ARZM_16_011	8.981644733	58.00792941	17.8676913	125.3371334	95.14954227	29.99556458	3.947682968	45.53685761	134.7227909	34.09777683	13.05553663	69.09682989	NA	NA	67.32204616	43.72103592	19.25539431	91.94403451	120.9425076	2.243773374	6.436512682	60.34893585	-0.016918541	62.1686761	-0.023001769	-1.815014304	28.97088038	0.867623918	5.343670605	12.53677006	3.605310187	0.82404961	0.946411863	95.59883672	10.46843502	114.0999072	80.22796376	20.65266456	49.45723547	1.671636326	2.102367473	4.117324358	12.76183845	9.064830152	3.246147254	0.818393192	0.940393809	65.01494635	8.788649114	0.866032796	81.87220686	59.35124288	-0.011218691	60.23650299	-0.001403223	3.224644982	33.8495133	NA	NA	NA	NA	NA	NA	NA	376603	53919.33333	93787.66667	1118735.667	3160256.667	37419.66667	4996.666667	40266.66667	7327209.667	16525	285368.6667	22176.33333	152664.6667	672359.3333	1721425	108755.3333	189828	370351.3333	51766	124617.6667	181172.6667	437417.3333	1265929.333	13163.66667	91.09120239	101.4666968	66.98530849	55.10249854	275.593191	226.4071856	91.26206688	100.6909753	67.18752357	55.26894613	275.5412541	223.8825256
ARZM_19_051	ARZM_19_051	2.070322768	64.47326366	47.61740834	183.2318288	138.7203232	44.32952721	1.132031242	47.88118423	132.7459424	41.47331534	11.91952026	15.91223566	4.634336564	85.98577428	86.80494783	53.54989153	53.24870236	133.6363903	180.6530498	0.782702991	17.94053994	63.66393541	1.983081439	65.17733164	1.97705493	-1.493796998	46.96985877	0.901083753	5.98342293	14.6084415	3.59784434	0.800181222	0.924347689	71.20933165	20.14683803	168.0689382	130.1094172	44.37492218	48.01024189	1.759429678	2.269384867	17.26899037	13.04283178	8.208851122	3.391612439	0.793516655	0.933352609	72.95583856	14.29085351	0.966612694	69.94776643	62.76509354	0.988781582	62.56045455	1.998594519	3.39751304	37.77528674	NA	NA	NA	NA	NA	NA	NA	221000.3333	33092.66667	59633	221767.6667	1648328	6017.333333	820.3333333	4098.333333	862883.6667	28825.33333	178493.3333	34798	31905	1010033	845407.6667	50662.33333	25597.33333	33047.66667	27813.66667	131093.6667	79847	20508.66667	45656	694	42.15104141	52.0999977	69.48131957	61.50001221	134.6246509	135.3246735	40.36420126	52.09997289	69.45902892	61.4999889	130.9550368	135.3246568
ARZM_19_057	ARZM_19_057	11.11742306	62.13364469	54.23097024	209.2828635	165.6445119	43.39560233	0.365486478	32.1014928	150.4787011	42.88782815	14.11337709	85.05184831	3.047243355	87.98578097	83.36473399	42.96695196	64.68072478	141.0097787	194.1764363	0.14839613	16.7503337	61.12324987	1.983081671	61.61820337	1.974450911	-0.499376267	52.70870531	0.915002141	4.914725759	13.92981714	3.782479149	0.851787321	0.948593992	87.39040536	13.6485314	159.7126039	121.2661513	40.4442575	34.69531423	2.009428052	1.113657525	14.79760781	12.43990351	6.453565674	3.720336415	0.813727633	0.952639451	89.86676891	11.64195385	0.877762671	69.91658859	61.59804476	0.988781294	62.10362188	1.665258214	0.69666011	38.76253088	NA	NA	NA	NA	NA	NA	NA	216376	250105.5	134511	2314748.5	1978615.5	8265	28040	2913.5	122898	16470	245480	108051	99999.5	1161475.5	1590231	81422.5	86567.5	227827	55162	46084	178757.5	37202	224678	5006.5	92.95722649	124.376694	70.12528585	48.05256814	310.2234397	240.1749883	91.84208612	123.6009468	70.1675072	48.21901882	306.6226084	237.6503292
ARZM_19_069	ARZM_19_069	8.473674088	60.20461915	75.259635	240.0686146	191.7790171	48.32202704	1.495286088	36.19294068	169.1342661	40.59510233	14.1380349	65.49070947	6.383098397	134.3607807	31.03170401	49.54979824	49.81809428	144.2820624	188.9768719	2.667116625	11.94012583	66.04700738	0.983081582	66.14941678	0.648436907	-0.140996647	44.97473132	0.940127814	10.04911531	17.4139895	4.008005826	0.804035916	0.927926932	85.31154812	24.92550668	176.7835779	138.6030358	52.0047276	44.20673819	1.870539768	0.886868685	9.28135332	15.91659091	7.830666183	3.701325155	0.820908161	0.946655441	74.88950879	24.89898364	0.868364531	67.9669771	64.82013283	1.322114705	67.93600828	0.33192878	3.309375121	38.15526763	NA	NA	NA	NA	NA	NA	NA	379891	275581.6667	139619.6667	895889.3333	1923307.333	77642.66667	1438.333333	193942.3333	2217327.667	19147.33333	490103	86697.33333	275119.6667	1564587.667	1680914	94875.66667	121758.3333	107852	72822	50077.66667	222582.6667	69637.33333	658911.3333	5293.666667	49.71827012	87.12169289	73.35070938	61.00254338	188.0086812	225.2913061	50.76297914	86.34597217	73.41315744	61.16898518	191.3686061	222.7667163
ARZM_20_005	ARZM_20_005	7.070322768	55.83211856	75.36789228	203.5554624	156.3510894	46.45669396	2.871679088	40.5798031	162.5860339	47.73617001	16.4196529	54.31223566	3.888463913	107.8607891	63.62763274	51.96674252	53.10385748	127.8733011	168.236308	0.471784391	16.59367826	62.27903707	1.316415136	61.94507965	1.651539912	0.209742719	40.49939659	0.903464726	6.984509917	17.26779748	4.394429618	0.833756495	0.948718917	95.67124569	22.2754252	159.052336	117.5048842	46.23747089	49.04790044	1.509426771	0.537369246	16.02820018	14.74186399	6.937058329	3.788418845	0.80708035	0.939259674	91.39338267	21.07082577	0.91695603	66.39498874	62.38434069	0.988781624	65.55813592	1.33192575	1.774783635	42.1077343	NA	NA	NA	NA	NA	NA	NA	128481.3333	52642.66667	49895.33333	312203.6667	386234	10068	6529.333333	21566.66667	800896.6667	7189.333333	191681.6667	5122	204712.3333	114489	206556	58286.66667	334054.3333	51708	28073	115606	139800.3333	6642	147305.3333	3241	70.61119458	132.7966904	66.25534413	46.60255694	205.4882258	250.3695694	70.45222021	132.0208704	66.33778987	46.76900571	207.1957503	247.8447745
ARZM_20_006	ARZM_20_006	4.570322768	60.83211856	33.36789228	144.5554624	119.3510894	33.45669396	1.871679088	32.0798031	139.5860339	41.73617001	13.9196529	35.16223566	2.982319034	92.81910935	62.03345901	40.21616094	36.45442299	116.0774841	148.662268	0.122275879	8.506321824	61.91308249	0.649748362	66.50441419	0.309888436	-4.759203062	32.60870807	0.939113684	8.725727998	13.2029976	3.801183691	0.843969652	0.954694477	90.46411359	13.88433091	147.9482623	112.9227857	37.16902522	45.18744575	1.59276055	0.326764128	10.03620063	12.57410646	10.04165454	3.056494852	0.831723074	0.936139025	65.21789538	17.13719071	0.955630687	60.11006311	63.88905717	1.322115052	70.92568582	0.665262008	2.161852545	34.57788504	NA	NA	NA	NA	NA	NA	NA	167543.5	490643.5	200284.5	4603279.5	4701880	70252	331747.5	646634	4334136	43729	145255.5	18720.5	2905345.5	511723.5	1987673.5	873954	45095.5	283156.5	26211.5	155652.5	87271	80382.5	960887.5	30372.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ARZM_21_002	ARZM_21_002	3.570322768	59.47326366	31.36789228	112.0554624	87.35108937	25.45669396	3.371679088	32.0798031	132.7459424	40.47331534	15.91952026	27.46223566	7.162204525	72.73577915	69.97123454	44.2997016	37.97099104	102.2514996	134.9110849	0.85155436	12.9976357	59.84497743	0.649748249	64.5997504	1.309431433	-4.795737045	32.69667535	0.870960606	6.316270148	13.73797693	4.266218813	0.833188043	0.94836367	110.5616169	21.61872497	138.5180514	106.1960199	35.18458553	48.86050157	1.592758655	1.548955985	8.94535124	9.52622604	12.20447277	2.771539223	0.774787326	0.903476779	75.74114088	16.71688833	0.956580499	67.85341373	62.63412294	0.322114889	67.33385217	-0.001403061	3.857598851	32.15352246	NA	NA	NA	NA	NA	NA	NA	254680.6667	88444.66667	74539.33333	374522	1927580.333	8123	1572	1056.666667	402315.6667	21177.66667	115106	13462.66667	943164	355097	439247	247507	47622	41080	10742.33333	124075	111015.3333	55088.33333	191221.3333	13579	78.21344484	84.38169329	65.52254608	54.50254493	224.8388607	183.9981117	77.18405424	83.60592275	65.54468816	54.66897462	223.2755287	181.4734137
ARZM_21_006	ARZM_21_006	8.817344123	NA	23.57275153	123.5759323	97.29375124	26.58231748	4.091181167	43.10575522	153.474118	28.63948551	8.095491192	68.70250229	6.098632131	104.6107755	44.00108528	48.1330375	15.50842323	63.23856865	94.65532743	0.777918133	9.875562777	57.45648968	1.983081628	56.8879722	1.976974756	0.532396761	31.16547943	0.866777284	6.649688292	16.79507376	3.234208383	0.83025882	0.931623338	70.57987723	16.5743687	90.51970828	58.46381608	19.9038611	42.8015227	1.342764714	1.770453404	9.325681279	15.15642318	6.059708829	3.250637309	0.792973822	0.898316714	61.43215001	15.85816725	0.943187695	57.60886064	56.12764744	1.988781338	60.30057596	0.998592333	2.721422133	31.85873051	NA	NA	NA	NA	NA	NA	NA	26456	18823	26449	294760	59541	2486	3009	589	64663	16253	42379	5557	543098	67993	510580	125377	635796	92557	28971	43527	95797	45538	211424	26346	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ARZM_21_007	ARZM_21_007	7.042254027	52.77407967	38.61740834	138.2318288	103.7203232	34.32952721	4.029409714	43.88118423	99.74594243	32.47331534	12.91952026	54.17625091	4.975734349	66.52744773	70.53379423	39.13286382	25.94203284	89.26063548	118.525415	0.823449206	9.535421089	55.5555161	1.649748497	55.33023342	1.977766188	0.199167557	29.35082529	0.938322193	4.651605012	9.876880419	3.566091172	0.82415403	0.952240063	106.6913572	14.67931016	100.4157819	72.69299678	12.86085598	42.82841751	1.342507316	0.41998517	5.233359982	10.50444873	4.536266534	3.178206883	0.813099311	0.931389847	70.66823324	11.61964604	0.861063113	54.22546639	52.8804821	0.487672268	52.52951741	1.995488668	1.642617821	27.66783772	NA	NA	NA	NA	NA	NA	NA	59542.5	22441	61432	234016	1187127	12350	1166.5	6224	1046988	36546	234629.5	13877.5	614378.5	422787.5	454629	304709.5	157817.5	34195	87168.5	52319.5	154465	54365.5	355054	23128.5	84.95508898	130.8016876	70.05302253	53.90258851	278.7713125	284.8247102	83.59636784	130.0257878	70.04553994	54.0690662	274.8986938	282.2998161
ARZM_21_008	ARZM_21_008	6.50174283	56.76265805	28.6691684	132.7744664	96.62809956	35.42276092	3.837555462	34.71463887	145.3543596	31.48482059	8.492341605	50.32669422	3.885433039	101.1107871	66.17495505	57.05022614	28.45429294	96.9971757	126.5169477	1.701962632	12.84401651	54.82080361	-0.016918283	54.56499101	-0.020358468	0.200449936	29.27368842	0.959483442	7.280578784	14.21998009	2.737238081	0.832705053	0.939423744	49.21460117	8.351641402	112.1056107	77.43937768	21.10489587	44.6747285	2.092765	0.901504642	9.006947216	NA	NA	NA	NA	NA	NA	NA	NA	65.83531439	54.18635855	-0.011218673	54.81195407	-0.00140775	3.743619865	34.34556754	NA	NA	NA	NA	NA	NA	NA	90904	144973.6667	48574.66667	617777.6667	1484827	13160.33333	9715.666667	1173.666667	288344.6667	9736.666667	57204.33333	9615.333333	349672.6667	293792.6667	630279.3333	74773.33333	16993.33333	18067.33333	9286	34696.33333	31913	24215.33333	202352.6667	9324.666667	76.08096133	80.95000109	60.63375085	55.70002407	192.6956524	182.7313887	76.86677912	80.95006368	60.7261965	55.70003053	196.0132938	182.7316784
ARZM_21_009	ARZM_21_009	9.906475695	52.14836439	26.59507993	136.9038805	103.0070372	33.95592234	2.611606205	55.99346972	102.6100302	28.05640042	10.50750573	76.67123249	4.515492283	150.4857882	82.1417064	60.55083012	29.65166306	97.03253166	130.4530033	0.660852815	10.51205146	52.78857576	0.316415185	54.62674034	-0.024277695	-1.825804471	32.81068868	0.9555642	6.821593052	11.84555247	3.268041568	0.829703903	0.944089392	77.16316879	15.63276488	133.7327278	100.9880668	30.87578926	53.71126264	1.676097294	0.587045985	7.887971682	11.82418113	6.033075045	3.288865373	0.820995892	0.934709376	76.12976433	13.49026705	0.911655097	85.14264527	54.19277786	0.322114644	56.10856657	-0.001403725	1.667494131	33.15502613	NA	NA	NA	NA	NA	NA	NA	99390.66667	52251	32575.66667	385842.6667	1361168	23202.66667	44615	102741.6667	434599	92060.33333	184787	8456.666667	270397.6667	194382.6667	316712	78414	69864.33333	19909	22485.66667	79298	102515	76225.33333	186062	12550.33333	78.89921605	86.67919089	64.33450228	38.55252533	221.0734358	155.8406507	79.10637865	85.90331218	64.47228438	38.71899732	220.6635122	153.315788
ARZM_21_013	ARZM_21_013	10.48164473	51.50792941	34.8676913	153.3371334	109.1495423	44.49556458	2.447682968	47.03685761	138.2227909	34.09777683	9.555536628	80.64682989	3.94435914	81.61078687	85.24051813	50.79959937	28.38852698	94.34698669	128.0803327	1.090416775	8.728134987	51.79712772	1.316415107	51.64922257	1.977248593	0.177800793	33.66374248	0.954214804	7.910639706	12.36582525	3.413801688	0.832689126	0.928208932	84.00942845	15.7701806	123.5849565	88.69057339	25.78619845	61.08785335	1.509426079	1.469140973	8.620557787	12.18450032	6.862271354	3.222345561	0.797505201	0.930745054	79.29256053	12.38554978	0.94845846	106.3295271	52.68372873	1.322114715	52.82380488	1.665262193	2.694844994	34.8998698	NA	NA	NA	NA	NA	NA	NA	70664.33333	35552.66667	140524.6667	556376.3333	1572650	62988.66667	402.3333333	4883	742054	6991.666667	261419.6667	15654	832933	522679.3333	1110104	268097	385371.3333	420696.3333	45825	145987.6667	215321.3333	10011.66667	577399.3333	9257.666667	-0.10695424	20.58169681	61.68530849	37.60000452	2.032999364	29.77660562	-0.128060651	19.80597527	61.88752357	37.60000801	-0.167908586	27.25194567
ARZM_21_014	ARZM_21_014	NA	63.19097346	40.11837622	136.8790961	97.98185558	38.58386072	1.611326934	29.27842197	132.4261254	48.99902467	18.91978553	0.98450863	4.31650215	98.61076901	70.40861807	49.88359693	29.85912471	104.3314024	129.5890022	1.425960316	10.33752172	50.16143999	1.316414843	50.06121665	-0.018544492	0.169165194	26.11327191	0.912327933	6.827131395	13.56090565	3.342212167	0.841120033	0.921591478	63.53740512	18.31841575	124.9939894	90.73758506	20.1836257	37.6565186	1.676091523	2.342809363	6.129599692	11.93305806	6.93251193	3.016741115	0.779358321	0.892292607	56.07891466	12.79033587	0.935074862	64.3710683	55.42618787	1.322114533	55.51791636	-0.001405333	2.248627574	34.69616324	NA	NA	NA	NA	NA	NA	NA	156141	32946.33333	63813	103174	529395	3591	21839	3976.666667	44184.33333	6186	128159.6667	11477.33333	398692	316115.3333	142447	123300.6667	186073.6667	44142	16008.66667	70965.33333	94461	3497.666667	50707.33333	19568.66667	21.81528431	70.94999208	60.41574399	34.89998764	56.24875555	108.9861607	21.15128607	70.94988457	60.30501505	34.89997126	52.3193953	108.9860018
ARZM_21_018	ARZM_21_018	4.542254027	67.27407967	67.95835887	189.8496106	151.5020069	38.35596009	2.029409714	45.05810492	129.3659404	37.84645175	12.56534619	34.97625091	2.929457914	81.73577179	58.08695272	52.13287538	51.0023436	123.8154647	160.5989681	1.058611933	14.9826945	68.05792024	1.983081751	67.61864768	1.979661554	0.503686376	36.98651205	0.852773023	8.855933046	11.6124291	3.369641129	0.839072103	0.935101059	84.26887286	16.63634857	162.9554737	128.2095988	45.31075408	56.99869246	1.953870095	0.660728558	16.17080748	11.52144959	9.340533434	2.825105679	0.807968894	0.918891045	64.09403251	15.8711661	0.862555013	73.72258627	67.31076622	1.655448059	67.64713968	1.502397772	2.503701098	34.84313554	NA	NA	NA	NA	NA	NA	NA	161641.3333	9809.666667	5851.333333	16577.66667	237162.6667	3837.333333	316.6666667	1654.666667	54515	8739.666667	40440.33333	5857.333333	15289.33333	282764.3333	56250.33333	9830.333333	21184.33333	7301.333333	6050	19934.33333	31024	1184.666667	6828	726	66.98573443	118.3416897	70.39323045	51.30252334	240.9553467	247.7534349	65.64947529	117.5658532	70.45147598	51.46895971	238.3062864	245.2284951
AS11	AS11	8.944060214	61.5781469	44.73138562	166.120507	131.8282897	34.22574346	0.279644586	37.26516367	98.66641055	29.82708863	13.03152118	69.03403119	4.615717801	97.98578486	54.52757804	44.46646026	5.415456564	67.22681075	86.43109138	2.146627096	4.061194002	75.53129095	-0.016918259	70.40744015	-0.018182635	5.1680362	19.75726458	0.884822251	2.961275118	7.487035744	2.591138761	0.848406321	0.934255778	69.63282948	18.45745829	65.76546505	37.75521305	6.583832401	46.29966089	1.814981316	1.677519322	5.334373935	8.239971627	4.729542392	2.448343876	0.797804117	0.904980465	50.0289731	21.26659783	0.879648187	57.08912569	62.82806183	-0.011218674	66.62134831	-0.001406152	1.847001139	28.13007676	16.27806057	32.5178421	16.78185119	4.401017703	4.657310391	8.431225348	17.2404479	214433.2	66564.2	22239	324401.4	1210565.8	23952.4	10928.8	768374.2	1495591.2	18507.4	76288.4	18604	68009.2	654480.2	831191.4	58960.8	209789.4	27501.6	17415.8	99545.4	126374.2	16907.4	186174.8	2170.8	64.45459823	95.99669489	68.88686604	46.40253641	206.7265058	178.919294	64.4779333	95.22089094	68.97372649	46.56898985	204.8657259	176.3943997
AS12	AS12	2.042254027	65.27407967	34.45835887	139.8496106	114.0020069	25.85596009	1.529409714	62.55810492	118.3659404	33.34645175	13.56534619	15.72625091	3.615717801	56.40245152	63.6733177	54.96718492	35.01417503	112.1149604	143.2804307	0.226304961	6.518701142	60.74381166	-0.016918268	61.1875528	-0.017468438	-0.460769346	31.52817838	0.961029378	10.66682089	14.14724002	2.673430661	0.878493514	0.915232551	80.80555018	26.63665257	152.8539287	118.4398072	30.52788309	64.21985651	1.842758922	0.127024713	7.129041245	13.38186696	9.892727861	2.565533756	0.842145592	0.869452136	59.66647131	19.81639799	0.962037822	77.63565101	58.96760081	-0.011218462	60.66045274	-0.001405205	2.826371819	34.30248751	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
